transaction_id,date,merchant,category,amount,currency,status,department,cost_center,po_number,invoice_number,description,employee,approval_status
TXN-03065,2024-08-24,LinkedIn Ads,Marketing - Digital,1000,USD,completed,HR,CC-004,PO-11605,INV-965075,LinkedIn Ads - Marketing - Digital,EMP-1004,Approved
TXN-03066,2024-12-01,xero,Accounting Software,99,USD,pending,Engineering,CC-004,PO-12665,INV-789148,xero - Accounting Software,EMP-1057,Approved
TXN-03067,2025-02-27,Accenture,Professional Services,3000,USD,invoiced,Marketing,CC-004,PO-39999,INV-811665,Accenture - Professional Services,EMP-1019,Approved
TXN-03068,2024-11-30,Office Depot,Office Supplies,75,USD,pending,Engineering,CC-004,,INV-942969,Office Depot - Office Supplies,EMP-1025,Approved
TXN-03069,2024-09-15,FedEx,Shipping & Logistics,300,USD,completed,Operations,CC-003,PO-95278,INV-128993,FedEx - Shipping & Logistics,EMP-1192,Approved
TXN-03070,2025-02-20,Xero,Accounting Software,400,USD,paid,Marketing,CC-004,PO-37359,INV-431542,Xero - Accounting Software,EMP-1097,Approved
TXN-03071,2024-09-10,Datadog,Software - Monitoring,3000,USD,paid,Operations,CC-003,,INV-758005,Datadog - Software - Monitoring,EMP-1026,Rejected
TXN-03072,2024-12-31,Amazon Business,Office Supplies,100,USD,delivered,Marketing,CC-003,PO-48606,INV-647574,Amazon Business - Office Supplies,EMP-1198,Pending
TXN-03073,2024-05-30,United Airlines,Travel - Airfare,850,USD,invoiced,Operations,CC-001,PO-22883,INV-947884,United Airlines - Travel - Airfare,EMP-1044,Pending
TXN-03074,2024-08-13,Airbnb,Travel - Lodging,600,USD,completed,Operations,CC-003,PO-18984,INV-202207,Airbnb - Travel - Lodging,EMP-1058,Rejected
TXN-03075,2025-01-15,QuickBooks,Accounting Software,120,USD,pending,Operations,CC-001,PO-18799,INV-622658,QuickBooks - Accounting Software,EMP-1162,Pending
TXN-03076,2025-03-04,IKEA,Furniture - Fixed Asset,1200,USD,paid,Finance,CC-005,PO-87700,INV-741059,IKEA - Furniture - Fixed Asset,EMP-1030,Approved
TXN-03077,2024-08-30,Airbnb,Travel - Lodging,150,USD,pending,Engineering,CC-001,PO-65980,INV-275879,Airbnb - Travel - Lodging,EMP-1032,Rejected
TXN-03078,2025-03-09,Marriott Hotels,Travel - Lodging,800,USD,completed,Finance,CC-004,PO-91303,INV-827717,Marriott Hotels - Travel - Lodging,EMP-1224,Rejected
TXN-03079,2024-03-30,Facebook Ads,Marketing - Digital,4000,USD,completed,Operations,CC-004,PO-83240,INV-500206,Facebook Ads - Marketing - Digital,EMP-1155,Approved
TXN-03080,2024-03-26,HubSpot,Marketing - Software,1200,USD,delivered,Marketing,CC-003,PO-80062,INV-293829,HubSpot - Marketing - Software,EMP-1054,Approved
TXN-03081,2024-09-30,Best Buy,Hardware - Equipment,500,USD,pending,Sales,CC-005,PO-58465,INV-399329,Best Buy - Hardware - Equipment,EMP-1245,Rejected
TXN-03082,2024-07-10,AT&T,Utilities - Telecom,300,USD,completed,Engineering,CC-005,PO-26179,INV-865097,AT&T - Utilities - Telecom,EMP-1202,Pending
TXN-03083,2025-02-12,Apple,Hardware - Equipment,199,USD,invoiced,Finance,CC-002,PO-53654,INV-466869,Apple - Hardware - Equipment,EMP-1187,Approved
TXN-03084,2024-04-28,American Airlines,Travel - Airfare,950,USD,pending,Operations,CC-001,PO-99893,INV-824155,American Airlines - Travel - Airfare,EMP-1146,Rejected
TXN-03085,2024-05-16,UberEats,Meals & Entertainment,100,USD,completed,Sales,CC-003,,INV-729337,UberEats - Meals & Entertainment,EMP-1189,Approved
TXN-03086,2024-06-22,Herman Miller,Furniture - Fixed Asset,1200,USD,delivered,Engineering,CC-002,PO-57575,INV-684975,Herman Miller - Furniture - Fixed Asset,EMP-1111,Approved
TXN-03087,2024-06-15,Deloitte,Professional Services,25000,USD,pending,HR,CC-003,PO-67893,INV-565182,Deloitte - Professional Services,EMP-1044,Approved
TXN-03088,2024-01-06,Grubhub,Meals & Entertainment,50,USD,pending,Sales,CC-005,PO-64071,INV-229218,Grubhub - Meals & Entertainment,EMP-1086,Rejected
TXN-03089,2024-12-10,Airbnb,Travel - Lodging,600,USD,completed,Finance,CC-001,PO-34327,INV-610915,Airbnb - Travel - Lodging,EMP-1090,Pending
TXN-03090,2024-07-31,Herman Miller,Furniture - Fixed Asset,800,USD,completed,Operations,CC-002,PO-33255,INV-425591,Herman Miller - Furniture - Fixed Asset,EMP-1026,Pending
TXN-03091,2025-02-13,Google Ads,Marketing - Digital,5000,USD,delivered,Sales,CC-001,PO-64127,INV-772666,Google Ads - Marketing - Digital,EMP-1045,Rejected
TXN-03092,2024-03-19,grubhub,Meals & Entertainment,50,USD,completed,HR,CC-005,PO-72718,INV-350758,grubhub - Meals & Entertainment,EMP-1022,Rejected
TXN-03093,2024-09-17,DHL,Shipping & Logistics,60,USD,delivered,Engineering,CC-004,PO-37309,INV-315665,DHL - Shipping & Logistics,EMP-1196,Approved
TXN-03094,2025-02-05,LawDepot,Legal Services,2500,USD,delivered,Marketing,CC-001,PO-57772,INV-889491,LawDepot - Legal Services,EMP-1008,Rejected
TXN-03095,2024-01-18,IKEA,Furniture - Fixed Asset,600,USD,paid,Marketing,CC-004,PO-69656,INV-956318,IKEA - Furniture - Fixed Asset,EMP-1210,Rejected
TXN-03096,2024-12-14,Apple,Hardware - Equipment,799,USD,invoiced,Marketing,CC-002,PO-84823,INV-750506,Apple - Hardware - Equipment,EMP-1247,Approved
TXN-03097,2025-02-09,Comcast,Utilities - Internet,70,USD,invoiced,HR,CC-003,PO-68508,INV-641588,Comcast - Utilities - Internet,EMP-1245,Pending
TXN-03098,2024-02-22,HubSpot,Marketing - Software,200,USD,completed,Finance,CC-001,PO-69881,INV-740876,HubSpot - Marketing - Software,EMP-1174,Approved
TXN-03099,2024-12-15,Google Cloud,Software - Cloud,1850,USD,paid,Operations,CC-001,PO-63077,INV-648534,Google Cloud - Software - Cloud,EMP-1034,Rejected
TXN-03100,2024-04-14,QuickBooks,Accounting Software,300,USD,pending,Engineering,CC-002,PO-67257,INV-537873,QuickBooks - Accounting Software,EMP-1198,Rejected
TXN-03101,2024-10-27,Time Warner,Utilities - Internet,60,USD,delivered,Operations,CC-004,PO-95524,INV-737371,Time Warner - Utilities - Internet,EMP-1063,Approved
TXN-03102,2024-02-01,Xero,Accounting Software,200,USD,paid,Marketing,CC-004,PO-97668,INV-241221,Xero - Accounting Software,EMP-1084,Approved
TXN-03103,2024-03-15,AT&T,Utilities - Telecom,150,USD,pending,Finance,CC-001,PO-57188,INV-179598,AT&T - Utilities - Telecom,EMP-1050,Pending
TXN-03104,2025-02-12,Slack,Software - SaaS,99,USD,completed,HR,CC-001,PO-72937,INV-995981,Slack - Software - SaaS,EMP-1250,Pending
TXN-03105,2024-01-19,Airbnb,Travel - Lodging,600,USD,invoiced,Sales,CC-001,PO-53318,INV-357680,Airbnb - Travel - Lodging,EMP-1056,Pending
TXN-03106,2025-01-15,Google Cloud,Software - Cloud,4000,USD,paid,Operations,CC-004,PO-78762,INV-130369,Google Cloud - Software - Cloud,EMP-1132,Pending
TXN-03107,2024-04-05,UberEats,Meals & Entertainment,100,USD,paid,Finance,CC-005,PO-81460,INV-234333,UberEats - Meals & Entertainment,EMP-1105,Rejected
TXN-03108,2024-07-19,McKinsey,Professional Services,15000,USD,delivered,Operations,CC-001,PO-77329,INV-438786,McKinsey - Professional Services,EMP-1247,Rejected
TXN-03109,2024-04-09,Accenture,Professional Services,7000,USD,completed,Marketing,CC-005,PO-65227,INV-151483,Accenture - Professional Services,EMP-1090,Pending
TXN-03110,2024-12-18,Twilio,Software - Communications,1000,USD,completed,Marketing,CC-001,,INV-174394,Twilio - Software - Communications,EMP-1131,Approved
TXN-03111,2024-07-27,United Airlines,Travel - Airfare,2500,USD,invoiced,Operations,CC-004,PO-94753,INV-713182,United Airlines - Travel - Airfare,EMP-1214,Rejected
TXN-03112,2024-10-08,United Airlines,Travel - Airfare,850,USD,paid,Sales,CC-003,PO-29268,INV-295396,United Airlines - Travel - Airfare,EMP-1043,Pending
TXN-03113,2024-08-17,IKEA,Furniture - Fixed Asset,600,USD,completed,Engineering,CC-005,PO-17017,INV-886212,IKEA - Furniture - Fixed Asset,EMP-1041,Approved
TXN-03114,2025-02-05,Steelcase,Furniture - Fixed Asset,600,USD,delivered,Engineering,CC-002,PO-36888,INV-609402,Steelcase - Furniture - Fixed Asset,EMP-1115,Approved
TXN-03115,2024-12-18,DoorDash,Meals & Entertainment,25,USD,completed,Operations,CC-001,PO-22505,INV-721643,DoorDash - Meals & Entertainment,EMP-1021,Pending
TXN-03116,2024-10-12,LinkedIn Ads,Marketing - Digital,2500,USD,delivered,Engineering,CC-002,PO-50986,INV-160198,LinkedIn Ads - Marketing - Digital,EMP-1025,Pending
TXN-03117,2024-05-11,AT&T,Utilities - Telecom,300,USD,delivered,Engineering,CC-001,PO-80685,INV-537573,AT&T - Utilities - Telecom,EMP-1025,Approved
TXN-03118,2024-12-09,IKEA,Furniture - Fixed Asset,100,USD,delivered,Sales,CC-002,PO-98911,INV-112211,IKEA - Furniture - Fixed Asset,EMP-1173,Pending
TXN-03119,2024-12-31,HubSpot,Marketing - Software,50,USD,delivered,Finance,CC-003,PO-86234,INV-251521,HubSpot - Marketing - Software,EMP-1131,Approved
TXN-03120,2024-10-16,Lenovo,Hardware - Equipment,2000,USD,completed,Engineering,CC-004,PO-85645,INV-241933,Lenovo - Hardware - Equipment,EMP-1108,Rejected
TXN-03121,2024-11-02,Best Buy,Hardware - Equipment,100,USD,invoiced,Operations,CC-001,PO-48432,INV-879452,Best Buy - Hardware - Equipment,EMP-1211,Pending
TXN-03122,2024-02-27,Time Warner,Utilities - Internet,180,USD,invoiced,Engineering,CC-004,PO-97474,INV-322323,Time Warner - Utilities - Internet,EMP-1209,Pending
TXN-03123,2024-01-07,Steelcase,Furniture - Fixed Asset,1800,USD,invoiced,Marketing,CC-004,,INV-247623,Steelcase - Furniture - Fixed Asset,EMP-1155,Rejected
TXN-03124,2024-07-12,DoorDash,Meals & Entertainment,100,USD,paid,Sales,CC-003,,INV-806649,DoorDash - Meals & Entertainment,EMP-1086,Rejected
TXN-03125,2024-08-17,IKEA,Furniture - Fixed Asset,1200,USD,invoiced,Operations,CC-001,PO-35302,INV-203494,IKEA - Furniture - Fixed Asset,EMP-1061,Rejected
TXN-03126,2024-05-07,Uber,Travel - Ground,25,USD,paid,Operations,CC-002,PO-70060,INV-947871,Uber - Travel - Ground,EMP-1236,Approved
TXN-03127,2024-08-26,DoorDash,Meals & Entertainment,200,USD,pending,Engineering,CC-002,PO-79730,INV-423829,DoorDash - Meals & Entertainment,EMP-1038,Rejected
TXN-03128,2025-01-27,Verizon,Utilities - Telecom,200,USD,completed,Finance,CC-003,PO-96771,INV-288116,Verizon - Utilities - Telecom,EMP-1046,Rejected
TXN-03129,2025-01-29,Herman Miller,Furniture - Fixed Asset,3000,USD,paid,Marketing,CC-001,PO-80406,INV-273079,Herman Miller - Furniture - Fixed Asset,EMP-1188,Pending
TXN-03130,2024-08-28,Hilton Hotels,Travel - Lodging,400,USD,paid,Operations,CC-003,PO-43718,INV-953703,Hilton Hotels - Travel - Lodging,EMP-1190,Rejected
TXN-03131,2024-05-04,Marriott Hotels,Travel - Lodging,800,USD,delivered,Marketing,CC-005,PO-66676,INV-688488,Marriott Hotels - Travel - Lodging,EMP-1083,Pending
TXN-03132,2024-07-13,Delta Airlines,Travel - Airfare,280,USD,invoiced,Operations,CC-001,PO-46154,INV-736270,Delta Airlines - Travel - Airfare,EMP-1215,Rejected
TXN-03133,2024-03-26,Xero,Accounting Software,99,USD,completed,Engineering,CC-005,PO-78367,INV-685470,Xero - Accounting Software,EMP-1055,Approved
TXN-03134,2025-01-09,Starbucks,Meals & Entertainment,7,USD,paid,Marketing,CC-004,PO-73670,INV-716418,Starbucks - Meals & Entertainment,EMP-1101,Rejected
TXN-03135,2024-10-15,UberEats,Meals & Entertainment,100,USD,invoiced,Marketing,CC-002,PO-54939,INV-498779,UberEats - Meals & Entertainment,EMP-1218,Approved
TXN-03136,2024-05-03,Verizon,Utilities - Telecom,100,USD,invoiced,Sales,CC-002,,INV-318845,Verizon - Utilities - Telecom,EMP-1217,Rejected
TXN-03137,2024-03-09,Airbnb,Travel - Lodging,150,USD,invoiced,Operations,CC-005,PO-87933,INV-308696,Airbnb - Travel - Lodging,EMP-1063,Pending
TXN-03138,2025-03-10,Office Depot,Office Supplies,350,USD,pending,Operations,CC-002,PO-55815,INV-792043,Office Depot - Office Supplies,EMP-1237,Pending
TXN-03139,2024-09-08,Amazon,Hardware - Equipment,2499,USD,delivered,Operations,CC-002,PO-51990,INV-352205,Amazon - Hardware - Equipment,EMP-1182,Rejected
TXN-03140,2025-01-11,Stripe,Software - Payments,100,USD,paid,HR,CC-002,PO-28901,INV-556709,Stripe - Software - Payments,EMP-1230,Approved
TXN-03141,2024-04-27,Office Depot,Office Supplies,350,USD,pending,Engineering,CC-002,PO-73693,INV-866844,Office Depot - Office Supplies,EMP-1059,Approved
TXN-03142,2024-12-28,Accenture,Professional Services,35000,USD,pending,Operations,CC-003,PO-96773,INV-426489,Accenture - Professional Services,EMP-1222,Pending
TXN-03143,2024-07-24,Microsoft Azure,Software - Cloud,1500,USD,pending,Engineering,CC-003,,INV-687194,Microsoft Azure - Software - Cloud,EMP-1067,Rejected
TXN-03144,2024-11-08,Xero,Accounting Software,99,USD,completed,Sales,CC-005,PO-85919,INV-515942,Xero - Accounting Software,EMP-1178,Pending
TXN-03145,2025-03-21,AWS,Software - Cloud,2341,USD,delivered,Marketing,CC-005,PO-33500,INV-335093,AWS - Software - Cloud,EMP-1048,Rejected
TXN-03146,2024-07-26,DoorDash,Meals & Entertainment,25,USD,completed,Engineering,CC-005,PO-70026,INV-403371,DoorDash - Meals & Entertainment,EMP-1236,Rejected
TXN-03147,2025-03-07,DoorDash,Meals & Entertainment,200,USD,delivered,Operations,CC-002,PO-33243,INV-909080,DoorDash - Meals & Entertainment,EMP-1115,Pending
TXN-03148,2024-05-13,Facebook Ads,Marketing - Digital,2000,USD,invoiced,Engineering,CC-002,PO-80749,INV-813898,Facebook Ads - Marketing - Digital,EMP-1035,Pending
TXN-03149,2024-01-24,Amazon Business,Office Supplies,500,USD,completed,Finance,CC-001,PO-58146,INV-684512,Amazon Business - Office Supplies,EMP-1228,Approved
TXN-03150,2024-04-18,Dell,Hardware - Equipment,500,USD,paid,Engineering,CC-004,PO-92213,INV-752804,Dell - Hardware - Equipment,EMP-1241,Pending
TXN-03151,2025-03-21,LinkedIn Ads,Marketing - Digital,2500,USD,paid,Operations,CC-004,PO-22733,INV-644364,LinkedIn Ads - Marketing - Digital,EMP-1011,Approved
TXN-03152,2025-01-20,AWS,Software - Cloud,2341,USD,paid,Engineering,CC-005,PO-83974,INV-532497,AWS - Software - Cloud,EMP-1080,Approved
TXN-03153,2024-10-04,linkedin ads,Marketing - Digital,400,USD,paid,Finance,CC-002,PO-58722,INV-245091,linkedin ads - Marketing - Digital,EMP-1247,Pending
TXN-03154,2024-01-11,LawDepot,Legal Services,2500,USD,completed,HR,CC-003,PO-98781,INV-726512,LawDepot - Legal Services,EMP-1019,Rejected
TXN-03155,2024-06-23,Lenovo,Hardware - Equipment,1000,USD,invoiced,HR,CC-005,PO-20926,INV-291792,Lenovo - Hardware - Equipment,EMP-1181,Approved
TXN-03156,2024-04-08,AT&T,Utilities - Telecom,150,USD,paid,Operations,CC-002,PO-20405,INV-207684,AT&T - Utilities - Telecom,EMP-1180,Pending
TXN-03157,2025-02-17,UberEats,Meals & Entertainment,100,USD,pending,Finance,CC-004,PO-92327,INV-923913,UberEats - Meals & Entertainment,EMP-1189,Approved
TXN-03158,2024-09-29,FedEx,Shipping & Logistics,300,USD,paid,Engineering,CC-005,,INV-711122,FedEx - Shipping & Logistics,EMP-1057,Approved
TXN-03159,2024-02-25,Datadog,Software - Monitoring,3000,USD,delivered,Sales,CC-003,PO-83387,INV-987252,Datadog - Software - Monitoring,EMP-1004,Rejected
TXN-03160,2024-09-06,UPS,Shipping & Logistics,120,USD,paid,Engineering,CC-003,PO-55421,INV-634460,UPS - Shipping & Logistics,EMP-1139,Rejected
TXN-03161,2024-07-31,Office Depot,Office Supplies,75,USD,delivered,Finance,CC-002,PO-51707,INV-749823,Office Depot - Office Supplies,EMP-1009,Approved
TXN-03162,2024-05-03,Verizon,Utilities - Telecom,100,USD,invoiced,Finance,CC-004,PO-13258,INV-743062,Verizon - Utilities - Telecom,EMP-1130,Rejected
TXN-03163,2024-05-17,McKinsey,Professional Services,30000,USD,invoiced,HR,CC-004,PO-11293,INV-367337,McKinsey - Professional Services,EMP-1176,Approved
TXN-03164,2025-02-09,DoorDash,Meals & Entertainment,25,USD,invoiced,Sales,CC-005,PO-60975,INV-895889,DoorDash - Meals & Entertainment,EMP-1221,Rejected
TXN-03165,2024-05-10,Google Ads,Marketing - Digital,500,USD,pending,Marketing,CC-001,PO-94395,INV-344431,Google Ads - Marketing - Digital,EMP-1059,Rejected
TXN-03166,2024-06-24,Deloitte,Professional Services,50000,USD,paid,Operations,CC-001,PO-31610,INV-790806,Deloitte - Professional Services,EMP-1193,Pending
TXN-03167,2024-04-20,Amazon Business,Office Supplies,500,USD,invoiced,Engineering,CC-001,PO-99046,INV-105310,Amazon Business - Office Supplies,EMP-1076,Rejected
TXN-03168,2024-12-13,Time Warner,Utilities - Internet,180,USD,invoiced,Marketing,CC-002,PO-87198,INV-763008,Time Warner - Utilities - Internet,EMP-1124,Approved
TXN-03169,2024-03-03,Delta Airlines,Travel - Airfare,280,USD,delivered,HR,CC-003,,INV-793542,Delta Airlines - Travel - Airfare,EMP-1175,Rejected
TXN-03170,2024-08-06,IKEA,Furniture - Fixed Asset,600,USD,delivered,Operations,CC-003,PO-27929,INV-733807,IKEA - Furniture - Fixed Asset,EMP-1046,Pending
TXN-03171,2024-06-12,AT&T,Utilities - Telecom,300,USD,paid,Operations,CC-003,PO-14329,INV-923610,AT&T - Utilities - Telecom,EMP-1222,Rejected
TXN-03172,2024-03-24,Accenture Inc,Professional Services,35000,USD,completed,Sales,CC-004,PO-62386,INV-755448,Accenture Inc - Professional Services,EMP-1028,Pending
TXN-03173,2024-05-12,Verizon,Utilities - Telecom,100,USD,completed,Sales,CC-001,PO-13629,INV-197595,Verizon - Utilities - Telecom,EMP-1160,Rejected
TXN-03174,2025-03-15,Microsoft Azure,Software - Cloud,3000,USD,completed,Marketing,CC-001,PO-43165,INV-674419,Microsoft Azure - Software - Cloud,EMP-1083,Rejected
TXN-03175,2024-08-27,DHL,Shipping & Logistics,150,USD,pending,Marketing,CC-003,,INV-130261,DHL - Shipping & Logistics,EMP-1044,Approved
TXN-03176,2024-03-13,United Airlines,Travel - Airfare,450,USD,pending,Engineering,CC-005,PO-61841,INV-730381,United Airlines - Travel - Airfare,EMP-1214,Approved
TXN-03177,2024-08-10,UberEats,Meals & Entertainment,45,USD,invoiced,Operations,CC-002,PO-22429,INV-229661,UberEats - Meals & Entertainment,EMP-1082,Approved
TXN-03178,2024-08-26,Office Depot,Office Supplies,75,USD,pending,Marketing,CC-001,PO-20956,INV-961641,Office Depot - Office Supplies,EMP-1138,Pending
TXN-03179,2024-10-14,STRIPE,Software - Payments,1250,USD,completed,Engineering,CC-004,PO-53533,INV-944086,STRIPE - Software - Payments,EMP-1175,Rejected
TXN-03180,2024-08-09,DHL,Shipping & Logistics,150,USD,delivered,Operations,CC-001,PO-21487,INV-833440,DHL - Shipping & Logistics,EMP-1011,Approved
TXN-03181,2024-12-03,LawDepot,Legal Services,200,USD,pending,Marketing,CC-002,PO-45059,INV-672750,LawDepot - Legal Services,EMP-1220,Rejected
TXN-03182,2024-12-22,Stripe,Software - Payments,2500,USD,completed,Operations,CC-003,PO-24860,INV-176978,Stripe - Software - Payments,EMP-1110,Pending
TXN-03183,2024-08-07,Starbucks,Meals & Entertainment,15,USD,paid,Finance,CC-004,PO-44576,INV-492812,Starbucks - Meals & Entertainment,EMP-1010,Approved
TXN-03184,2024-08-18,Hilton Hotels,Travel - Lodging,220,USD,invoiced,Engineering,CC-001,,INV-711981,Hilton Hotels - Travel - Lodging,EMP-1021,Pending
TXN-03185,2025-01-15,Twilio,Software - Communications,500,USD,pending,HR,CC-004,PO-71424,INV-895011,Twilio - Software - Communications,EMP-1167,Pending
TXN-03186,2024-07-11,Chipotle,Meals & Entertainment,15,USD,invoiced,Sales,CC-001,PO-37069,INV-620572,Chipotle - Meals & Entertainment,EMP-1094,Approved
TXN-03187,2025-01-09,AT&T,Utilities - Telecom,150,USD,completed,Marketing,CC-005,PO-83808,INV-536057,AT&T - Utilities - Telecom,EMP-1182,Approved
TXN-03188,2024-05-24,Delta Airlines,Travel - Airfare,1400,USD,completed,Engineering,CC-005,,INV-522717,Delta Airlines - Travel - Airfare,EMP-1080,Approved
TXN-03189,2024-05-03,Datadog,Software - Monitoring,3000,USD,delivered,Engineering,CC-002,PO-74425,INV-439396,Datadog - Software - Monitoring,EMP-1149,Approved
TXN-03190,2025-01-20,GitHub,Software - Development,500,USD,invoiced,Engineering,CC-003,PO-50348,INV-368161,GitHub - Software - Development,EMP-1043,Pending
TXN-03191,2024-01-02,Comcast,Utilities - Internet,120,USD,pending,Engineering,CC-005,PO-26691,INV-763972,Comcast - Utilities - Internet,EMP-1006,Rejected
TXN-03192,2024-12-22,Office Depot,Office Supplies,75,USD,delivered,Engineering,CC-002,PO-51614,INV-611013,Office Depot - Office Supplies,EMP-1189,Rejected
TXN-03193,2024-11-01,Amazon,Hardware - Equipment,599,USD,delivered,Finance,CC-002,PO-79759,INV-902124,Amazon - Hardware - Equipment,EMP-1101,Pending
TXN-03194,2025-03-22,FedEx,Shipping & Logistics,20,USD,pending,HR,CC-001,PO-90411,INV-683569,FedEx - Shipping & Logistics,EMP-1068,Rejected
TXN-03195,2024-10-01,Southwest Airlines,Travel - Airfare,650,USD,invoiced,Sales,CC-002,,INV-873681,Southwest Airlines - Travel - Airfare,EMP-1024,Approved
TXN-03196,2024-09-28,Google Cloud,Software - Cloud,4000,USD,delivered,Sales,CC-005,PO-97999,INV-629111,Google Cloud - Software - Cloud,EMP-1147,Pending
TXN-03197,2024-05-15,Restaurants.com,Meals & Entertainment,150,USD,delivered,Sales,CC-001,PO-42595,INV-776727,Restaurants.com - Meals & Entertainment,EMP-1227,Approved
TXN-03198,2024-09-15,Dell,Hardware - Equipment,2500,USD,completed,Engineering,CC-001,PO-64017,INV-879432,Dell - Hardware - Equipment,EMP-1067,Pending
TXN-03199,2024-06-06,Time Warner,Utilities - Internet,100,USD,delivered,HR,CC-003,PO-23959,INV-877563,Time Warner - Utilities - Internet,EMP-1238,Rejected
TXN-03200,2024-09-14,Grubhub,Meals & Entertainment,50,USD,completed,HR,CC-001,PO-21804,INV-500733,Grubhub - Meals & Entertainment,EMP-1081,Approved
TXN-03201,2025-01-05,Chipotle,Meals & Entertainment,15,USD,pending,Engineering,CC-005,PO-51323,INV-401318,Chipotle - Meals & Entertainment,EMP-1177,Rejected
TXN-03202,2024-02-12,Facebook Ads,Marketing - Digital,4000,USD,delivered,Operations,CC-005,,INV-320853,Facebook Ads - Marketing - Digital,EMP-1011,Rejected
TXN-03203,2025-01-05,Lyft,Travel - Ground,40,USD,delivered,Sales,CC-001,PO-48747,INV-348737,Lyft - Travel - Ground,EMP-1214,Pending
TXN-03204,2024-05-23,PwC,Professional Services,20000,USD,completed,HR,CC-005,PO-20561,INV-554502,PwC - Professional Services,EMP-1011,Approved
TXN-03205,2024-01-09,Microsoft Azure,Software - Cloud,800,USD,paid,Marketing,CC-003,PO-38916,INV-772023,Microsoft Azure - Software - Cloud,EMP-1079,Rejected
TXN-03206,2024-04-29,Amazon,Hardware - Equipment,299,USD,completed,Operations,CC-002,PO-95404,INV-860945,Amazon - Hardware - Equipment,EMP-1107,Pending
TXN-03207,2024-10-06,Stripe,Software - Payments,2500,USD,paid,Marketing,CC-001,PO-70816,INV-591352,Stripe - Software - Payments,EMP-1154,Approved
TXN-03208,2024-12-12,Lyft,Travel - Ground,40,USD,paid,Engineering,CC-001,PO-32768,INV-414710,Lyft - Travel - Ground,EMP-1242,Rejected
TXN-03209,2025-02-04,QuickBooks,Accounting Software,600,USD,invoiced,Operations,CC-001,,INV-746178,QuickBooks - Accounting Software,EMP-1184,Approved
TXN-03210,2024-05-31,PwC,Professional Services,20000,USD,pending,Operations,CC-004,PO-18612,INV-638294,PwC - Professional Services,EMP-1081,Pending
TXN-03211,2024-04-15,United Airlines,Travel - Airfare,850,USD,invoiced,Finance,CC-001,PO-94711,INV-940071,United Airlines - Travel - Airfare,EMP-1132,Pending
TXN-03212,2024-07-21,Datadog,Software - Monitoring,400,USD,paid,Sales,CC-004,PO-25993,INV-395863,Datadog - Software - Monitoring,EMP-1221,Rejected
TXN-03213,2024-07-24,Southwest Airlines,Travel - Airfare,350,USD,delivered,Operations,CC-001,PO-10206,INV-892094,Southwest Airlines - Travel - Airfare,EMP-1082,Pending
TXN-03214,2024-09-16,American Airlines,Travel - Airfare,950,USD,paid,Marketing,CC-005,PO-26788,INV-790645,American Airlines - Travel - Airfare,EMP-1191,Rejected
TXN-03215,2024-01-26,Apple,Hardware - Equipment,1999,USD,paid,Marketing,CC-005,PO-23246,INV-753644,Apple - Hardware - Equipment,EMP-1189,Pending
TXN-03216,2024-07-12,Datadog,Software - Monitoring,3000,USD,delivered,HR,CC-001,,INV-328671,Datadog - Software - Monitoring,EMP-1059,Rejected
TXN-03217,2024-09-05,UberEats,Meals & Entertainment,20,USD,invoiced,Finance,CC-003,PO-36662,INV-278080,UberEats - Meals & Entertainment,EMP-1242,Approved
TXN-03218,2024-11-19,Herman Miller Inc,Furniture - Fixed Asset,1200,USD,delivered,Marketing,CC-002,PO-71133,INV-363707,Herman Miller Inc - Furniture - Fixed Asset,EMP-1076,Approved
TXN-03219,2024-02-27,Zoom,Software - SaaS,299,USD,pending,Engineering,CC-005,PO-59370,INV-290095,Zoom - Software - SaaS,EMP-1234,Approved
TXN-03220,2024-12-02,Dell,Hardware - Equipment,500,USD,pending,Operations,CC-003,PO-11792,INV-322528,Dell - Hardware - Equipment,EMP-1211,Rejected
TXN-03221,2024-04-07,FedEx,Shipping & Logistics,500,USD,delivered,Engineering,CC-005,PO-41296,INV-612400,FedEx - Shipping & Logistics,EMP-1144,Rejected
TXN-03222,2025-02-23,Office Depot,Office Supplies,350,USD,delivered,Operations,CC-003,PO-45133,INV-670911,Office Depot - Office Supplies,EMP-1210,Rejected
TXN-03223,2024-07-12,PwC,Professional Services,20000,USD,delivered,Operations,CC-001,PO-45181,INV-416592,PwC - Professional Services,EMP-1028,Rejected
TXN-03224,2024-08-27,QuickBooks,Accounting Software,120,USD,invoiced,HR,CC-004,PO-56172,INV-434041,QuickBooks - Accounting Software,EMP-1244,Rejected
TXN-03225,2024-03-31,HubSpot,Marketing - Software,50,USD,paid,HR,CC-002,PO-91562,INV-104741,HubSpot - Marketing - Software,EMP-1135,Approved
TXN-03226,2024-05-01,Zoom,Software - SaaS,599,USD,completed,HR,CC-002,PO-98022,INV-912180,Zoom - Software - SaaS,EMP-1123,Approved
TXN-03227,2024-08-17,DoorDash,Meals & Entertainment,200,USD,pending,Sales,CC-004,PO-33212,INV-591969,DoorDash - Meals & Entertainment,EMP-1028,Rejected
TXN-03228,2024-05-04,Google Cloud,Software - Cloud,1850,USD,paid,HR,CC-004,PO-21998,INV-977668,Google Cloud - Software - Cloud,EMP-1070,Rejected
